,Name,Platform,Publisher,Developer,Global_Sales,Genre,Platform_Brand,Platform_Type,esrb_rating,userscore,critic_reviews,user_reviews,num_players,Story Focus,Gameplay Focus,Series,score,opencritic_classification,metascore_range
450,NBA 2K6,X360,2K Sports  ,Unknown  ,0.23,Action,Microsoft,HomeConsole,E,8.3,33.0,37.0,"1-4 Players, 8 Players Online Up to 8 Players",0.0,1.0,0.0,,,Mighty
452,All-Pro Football 2K8,X360,2K Sports  ,Visual Concepts  ,0.26,Sports,Microsoft,HomeConsole,E10+,7.0,22.0,59.0,"1-4 Players, 8 Players Online Up to 8 Players",0.0,1.0,0.0,,,Strong
453,All-Pro Football 2K8,PS3,2K Sports  ,Visual Concepts  ,0.15,Sports,Sony,HomeConsole,E10+,7.3,23.0,22.0,"1-4 Players, 14 Players Online Up to 14 Players",0.0,1.0,0.0,,,Strong
454,College Hoops 2K6,PS2,2K Sports  ,Visual Concepts  ,0.25,Sports,Sony,HomeConsole,E,6.6,7.0,5.0,1-8 Players,0.0,1.0,0.0,,,Strong
455,College Hoops 2K6,X360,2K Sports  ,Visual Concepts  ,0.12,Sports,Microsoft,HomeConsole,E,7.1,17.0,13.0,"1-4 Players, 8 Players Online",0.0,1.0,0.0,,,Strong
456,College Hoops 2K6,XB,2K Sports  ,Visual Concepts  ,0.1,Sports,Microsoft,HomeConsole,E,7.4,17.0,8.0,"1-4 Players, 2 Players Online",0.0,1.0,0.0,,,Mighty
457,College Hoops 2K7,X360,2K Sports  ,Visual Concepts  ,0.21,Sports,Microsoft,HomeConsole,E,8.2,22.0,12.0,1 Player,0.0,1.0,0.0,,,Mighty
458,College Hoops 2K7,PS3,2K Sports  ,Visual Concepts  ,0.18,Sports,Sony,HomeConsole,E,7.1,9.0,8.0,"1-8 Players, 10 Players Online",0.0,1.0,0.0,,,Mighty
460,College Hoops 2K7,PS2,2K Sports  ,Visual Concepts  ,0.0,Sports,Sony,HomeConsole,T,8.0,7.0,11.0,"1-4 Players, 2 Players Online",0.0,1.0,0.0,,,Strong
462,College Hoops 2K8,X360,2K Sports  ,Visual Concepts  ,0.18,Sports,Microsoft,HomeConsole,E,7.4,16.0,37.0,1-4 Players,0.0,1.0,0.0,,,Mighty
463,College Hoops 2K8,PS3,2K Sports  ,Visual Concepts  ,0.14,Sports,Sony,HomeConsole,E,5.9,8.0,7.0,"1-6 Players, 10 Players Online",0.0,1.0,0.0,,,Mighty
464,Major League Baseball 2K10,X360,2K Sports  ,Visual Concepts  ,0.51,Sports,Microsoft,HomeConsole,E,7.7,26.0,37.0,2 Players,0.0,1.0,0.0,,,Strong
467,Major League Baseball 2K10,PS3,2K Sports  ,Visual Concepts  ,0.19,Sports,Sony,HomeConsole,E,5.3,19.0,4.0,2 Players,0.0,1.0,0.0,,,Strong
471,Major League Baseball 2K11,X360,2K Sports  ,Visual Concepts  ,0.45,Sports,Microsoft,HomeConsole,E,7.1,27.0,24.0,Up to 64 Players,0.0,1.0,0.0,,,Fair
472,Major League Baseball 2K11,PS3,2K Sports  ,Visual Concepts  ,0.2,Sports,Sony,HomeConsole,E,6.3,13.0,9.0,2 Players,0.0,1.0,0.0,,,Strong
481,Major League Baseball 2K9,PS3,2K Sports  ,Visual Concepts  ,0.17,Sports,Sony,HomeConsole,E,4.0,19.0,,Up to 4 Players,0.0,1.0,0.0,,,Fair
485,NBA 2K10,X360,2K Sports  ,Visual Concepts  ,1.01,Sports,Microsoft,HomeConsole,E,7.5,46.0,35.0,Up to 10 Players,0.0,1.0,0.0,,,Mighty
486,NBA 2K10,PS3,2K Sports  ,Visual Concepts  ,0.84,Sports,Sony,HomeConsole,E,7.8,30.0,41.0,Up to 10 Players,0.0,1.0,0.0,,,Mighty
491,NBA 2K11,X360,2K Sports  ,Visual Concepts  ,2.11,Sports,Microsoft,HomeConsole,E,8.3,50.0,105.0,Up to 10 Players,0.0,1.0,0.0,,,Mighty
492,NBA 2K11,PS3,2K Sports  ,Visual Concepts  ,1.81,Sports,Sony,HomeConsole,E,8.0,46.0,111.0,Up to 10 Players,0.0,1.0,0.0,,,Mighty
497,NBA 2K12,X360,2K Sports  ,Visual Concepts  ,2.64,Sports,Microsoft,HomeConsole,E,7.7,42.0,144.0,Up to 10 Players,0.0,1.0,0.0,,,Excellent
498,NBA 2K12,PS3,2K Sports  ,Visual Concepts  ,2.13,Sports,Sony,HomeConsole,E,6.8,38.0,138.0,Up to 10 Players,0.0,1.0,0.0,,,Excellent
503,NBA 2K13,X360,2K Sports  ,Visual Concepts  ,3.11,Sports,Microsoft,HomeConsole,E,7.3,41.0,139.0,Up to 10 Players,0.0,1.0,0.0,,,Mighty
504,NBA 2K13,PS3,2K Sports  ,Visual Concepts  ,2.63,Sports,Sony,HomeConsole,E,8.0,26.0,112.0,Up to 10 Players,0.0,1.0,0.0,,,Excellent
506,NBA 2K13,WiiU,2K Sports  ,Visual Concepts  ,0.14,Sports,Nintendo,HomeConsole,E,7.2,17.0,49.0,1 Player,0.0,1.0,0.0,,,Mighty
509,NBA 2K14,X360,2K Sports  ,Visual Concepts  ,2.57,Sports,Microsoft,HomeConsole,E,5.0,23.0,158.0,Up to 10 Players,0.0,1.0,0.0,82.0,Strong,Mighty
510,NBA 2K14,PS3,2K Sports  ,Visual Concepts  ,2.22,Sports,Sony,HomeConsole,E,5.1,26.0,152.0,Up to 10 Players,0.0,1.0,0.0,82.0,Strong,Mighty
511,NBA 2K14,PS4,2K Sports  ,Visual Concepts  ,1.54,Sports,Sony,HomeConsole,E,6.5,20.0,388.0,Up to 10 Players,0.0,1.0,0.0,82.0,Strong,Mighty
512,NBA 2K14,XOne,2K Sports  ,Visual Concepts  ,0.94,Sports,Microsoft,HomeConsole,E,5.7,15.0,186.0,Up to 10 Players,0.0,1.0,0.0,82.0,Strong,Mighty
514,NBA 2K15,PS4,2K Sports  ,Visual Concepts  ,2.49,Sports,Sony,HomeConsole,E,6.9,50.0,309.0,Up to 10 Players,0.0,1.0,0.0,80.0,Strong,Mighty
515,NBA 2K15,XOne,2K Sports  ,Visual Concepts  ,1.74,Sports,Microsoft,HomeConsole,E,6.2,9.0,104.0,Up to 10 Players,0.0,1.0,0.0,80.0,Strong,Mighty
519,NBA 2K16,PS4,2K Sports  ,Visual Concepts  ,3.98,Sports,Sony,HomeConsole,E10+,6.7,51.0,452.0,Up to 10 Players,0.0,1.0,0.0,84.0,Mighty,Mighty
520,NBA 2K16,XOne,2K Sports  ,Visual Concepts  ,2.41,Sports,Microsoft,HomeConsole,E10+,6.2,14.0,128.0,Up to 10 Players,0.0,1.0,0.0,84.0,Mighty,Mighty
524,NBA 2K17,PS4,2K Sports  ,Visual Concepts  ,3.52,Sports,Sony,HomeConsole,E,6.3,47.0,313.0,1 Player,0.0,1.0,0.0,87.0,Mighty,Mighty
525,NBA 2K17,XOne,2K Sports  ,Visual Concepts  ,2.04,Sports,Microsoft,HomeConsole,E,6.6,11.0,11.0,1-4 Players,0.0,1.0,0.0,87.0,Mighty,Excellent
549,NBA 2K7,PS2,2K Sports  ,Visual Concepts  ,0.78,Sports,Sony,HomeConsole,E,8.4,12.0,18.0,"1-8 Players, 10 Players Online",0.0,1.0,0.0,,,Mighty
550,NBA 2K7,X360,2K Sports  ,Visual Concepts  ,0.6,Sports,Microsoft,HomeConsole,E,7.8,46.0,68.0,"1-4 Players, 8 Players Online Up to 8 Players",0.0,1.0,0.0,,,Mighty
551,NBA 2K7,PS3,2K Sports  ,Visual Concepts  ,0.38,Sports,Sony,HomeConsole,E,7.7,18.0,35.0,"1-4 Players, Up to 4 Players",0.0,1.0,0.0,,,Mighty
552,NBA 2K7,XB,2K Sports  ,Visual Concepts  ,0.03,Sports,Microsoft,HomeConsole,E,7.5,8.0,6.0,"1-4 Players, 10 Players Online",0.0,1.0,0.0,,,Mighty
553,NBA 2K8,X360,2K Sports  ,Visual Concepts  ,0.85,Sports,Microsoft,HomeConsole,E,6.8,33.0,29.0,"1-4 Players, 8 Players Online Up to 8 Players",0.0,1.0,0.0,,,Mighty
554,NBA 2K8,PS2,2K Sports  ,Visual Concepts  ,0.6,Sports,Sony,HomeConsole,E,6.0,7.0,9.0,"1-10 Players, 10 Players Online",0.0,1.0,0.0,,,Strong
555,NBA 2K8,PS3,2K Sports  ,Visual Concepts  ,0.55,Sports,Sony,HomeConsole,E,6.6,18.0,20.0,"1-6 Players, 10 Players Online Up to 10 Players",0.0,1.0,0.0,,,Mighty
556,NBA 2K9,X360,2K Sports  ,Visual Concepts  ,1.27,Sports,Microsoft,HomeConsole,E,7.1,32.0,45.0,"1-4 Players, 10 Players Online Up to 10 Players",0.0,1.0,0.0,,,Mighty
557,NBA 2K9,PS3,2K Sports  ,Visual Concepts  ,0.62,Sports,Sony,HomeConsole,E,7.1,30.0,38.0,"1-4 Players, 10 Players Online Up to 10 Players",0.0,1.0,0.0,,,Mighty
561,NHL 2K10,Wii,2K Sports  ,Visual Concepts  ,0.35,Sports,Nintendo,HomeConsole,E10+,6.7,8.0,17.0,1 Player,0.0,1.0,0.0,,,Strong
562,NHL 2K10,PS3,2K Sports  ,Visual Concepts  ,0.15,Sports,Sony,HomeConsole,E10+,7.7,23.0,10.0,Up to 12 Players,0.0,1.0,0.0,,,Fair
563,NHL 2K10,X360,2K Sports  ,Visual Concepts  ,0.15,Sports,Microsoft,HomeConsole,E10+,7.6,31.0,17.0,Up to 12 Players,0.0,1.0,0.0,,,Fair
564,NHL 2K11,Wii,2K Sports  ,Visual Concepts  ,0.27,Sports,Nintendo,HomeConsole,E10+,7.0,12.0,6.0,1 Player,0.0,1.0,0.0,,,Fair
565,NHL 2K9,X360,2K Sports  ,Visual Concepts  ,0.17,Sports,Microsoft,HomeConsole,E10+,6.7,33.0,7.0,"1-2 Players, 12 Players Online Up to 12 Players",0.0,1.0,0.0,,,Fair
567,NHL 2K9,PS3,2K Sports  ,Visual Concepts  ,0.13,Sports,Sony,HomeConsole,E10+,6.8,21.0,4.0,"1-2 Players, 12 Players Online Up to 12 Players",0.0,1.0,0.0,,,Strong
568,NHL 2K9,Wii,2K Sports  ,Visual Concepts  ,0.06,Sports,Nintendo,HomeConsole,E10+,5.4,11.0,20.0,1-8 Players,0.0,1.0,0.0,,,Fair
569,WWE 2K15,PS4,2K Sports  ,Visual Concepts  ,1.16,Sports,Sony,HomeConsole,T,5.2,44.0,181.0,Up to 4 Players Up to 6 Players,0.0,1.0,0.0,60.0,Weak,Fair
572,WWE 2K15,XOne,2K Sports  ,Visual Concepts  ,0.61,Sports,Microsoft,HomeConsole,T,5.4,25.0,73.0,Up to 4 Players,0.0,1.0,0.0,60.0,Weak,Weak
579,WWE 2K14,PS3,2K Sports  ,Yuke's  ,1.2,Fighting,Sony,HomeConsole,T,7.5,22.0,144.0,Up to 6 Players,0.0,1.0,0.0,,,Strong
580,WWE 2K14,X360,2K Sports  ,Yuke's  ,1.12,Fighting,Microsoft,HomeConsole,T,7.7,43.0,120.0,Up to 6 Players,0.0,1.0,0.0,,,Strong
624,Army Men: Air Attack 2,PS,3DO  ,3DO  ,0.3,Action,Sony,HomeConsole,T,6.7,8.0,10.0,1-2 Players,0.0,1.0,0.0,,,Strong
628,Army Men: Green Rogue,PS2,3DO  ,3DO  ,0.13,Shooter,Sony,HomeConsole,T,5.0,13.0,5.0,1-2 Players,0.0,1.0,0.0,,,Weak
632,Army Men: Sarge's Heroes 2,N64,3DO  ,3DO  ,0.42,Shooter,Nintendo,HomeConsole,T,6.9,8.0,16.0,1 Player,0.0,1.0,0.0,,,Weak
633,Army Men: Sarge's Heroes 2,PS,3DO  ,3DO  ,0.24,Action,Sony,HomeConsole,T,6.9,8.0,10.0,1-2 Players,0.0,1.0,0.0,,,Weak
634,Army Men: Sarge's Heroes 2,PS2,3DO  ,3DO  ,0.17,Shooter,Sony,HomeConsole,T,5.7,15.0,7.0,1-2 Players,0.0,1.0,0.0,,,Weak
645,Dragon Rage,PS2,3DO  ,3DO  ,0.06,Shooter,Sony,HomeConsole,T,6.3,9.0,10.0,1 Player,0.0,0.0,0.0,,,Weak
648,High Heat Major League Baseball 2003,PS2,3DO  ,3DO  ,0.37,Sports,Sony,HomeConsole,E,7.8,23.0,6.0,1-2 Players,0.0,1.0,0.0,,,Mighty
649,High Heat Major League Baseball 2004,PS2,3DO  ,3DO  ,0.36,Sports,Sony,HomeConsole,E,8.2,17.0,13.0,1-2 Players,0.0,1.0,0.0,,,Mighty
650,High Heat Major League Baseball 2004,XB,3DO  ,3DO  ,0.08,Sports,Microsoft,HomeConsole,E,7.6,14.0,9.0,1-2 Players,0.0,1.0,0.0,,,Mighty
651,Jonny Moseley Mad Trix,PS2,3DO  ,3DO  ,0.14,Sports,Sony,HomeConsole,T,5.7,14.0,6.0,1 Player,0.0,1.0,0.0,,,Weak
652,Portal Runner,PS2,3DO  ,3DO  ,0.13,Platform,Sony,HomeConsole,E,7.4,18.0,5.0,1-2 Players,0.0,1.0,0.0,,,Weak
653,Shifters,PS2,3DO  ,3DO  ,0.05,Adventure,Sony,HomeConsole,T,5.9,12.0,31.0,1 Player,0.0,1.0,0.0,,,Weak
655,Warriors of Might and Magic,PS2,3DO  ,3DO  ,0.17,Adventure,Sony,HomeConsole,E,6.5,8.0,19.0,1 Player,0.0,1.0,0.0,,,Weak
657,World Destruction League: Thunder Tanks,PS2,3DO  ,3DO  ,0.17,Action,Sony,HomeConsole,T,5.5,16.0,6.0,1-4 Players,0.0,1.0,0.0,,,Fair
724,Blackwater,X360,505 Games  ,505 Games  ,0.12,Shooter,Microsoft,HomeConsole,T,4.5,12.0,16.0,1 Player,0.0,1.0,0.0,,,Weak
763,Battle Fantasia,PS3,505 Games  ,Arc System Works  ,0.01,Fighting,Sony,HomeConsole,T,6.1,9.0,9.0,2 Players,0.0,1.0,0.0,,,Fair
768,Naval Assault: The Killing Tide,X360,505 Games  ,Artech Studios  ,0.17,Simulation,Microsoft,HomeConsole,T,4.5,11.0,6.0,Up to 4 Players,0.0,1.0,0.0,,,Weak
770,Naughty Bear,PS3,505 Games  ,Artificial Mind and Movement  ,0.44,Action,Sony,HomeConsole,T,5.8,31.0,59.0,Up to 4 Players,0.0,1.0,0.0,,,Weak
771,Naughty Bear,X360,505 Games  ,Artificial Mind and Movement  ,0.41,Action,Microsoft,HomeConsole,T,5.6,51.0,72.0,Up to 4 Players,0.0,1.0,0.0,,,Weak
790,Michael Phelps: Push the Limit,X360,505 Games  ,Blitz Games  ,0.11,Sports,Microsoft,HomeConsole,E,4.1,10.0,7.0,Up to 4 Players,0.0,1.0,0.0,,,Weak
808,Top Gun,PS3,505 Games  ,Doublesix  ,0.07,Action,Sony,HomeConsole,T,4.4,25.0,5.0,1 Player,0.0,1.0,0.0,,,Weak
810,Terraria,X360,505 Games  ,Engine Software  ,0.69,Action-Adventure,Microsoft,HomeConsole,T,7.2,39.0,153.0,Up to 4 Players,0.0,1.0,0.0,79.0,Strong,Mighty
811,Terraria,PS3,505 Games  ,Engine Software  ,0.45,Action-Adventure,Sony,HomeConsole,T,8.1,12.0,82.0,Up to 8 Players,0.0,1.0,0.0,79.0,Strong,Mighty
812,Terraria,PSV,505 Games  ,Engine Software  ,0.1,Action-Adventure,Sony,Handheld,T,8.0,17.0,115.0,Up to 8 Players,0.0,1.0,0.0,79.0,Strong,Mighty
813,IL-2 Sturmovik: Birds of Prey,PS3,505 Games  ,Gaijin Entertainment  ,0.69,Simulation,Sony,HomeConsole,T,7.4,28.0,24.0,Up to 16 Players,0.0,1.0,0.0,,,Mighty
814,IL-2 Sturmovik: Birds of Prey,X360,505 Games  ,Gaijin Entertainment  ,0.51,Simulation,Microsoft,HomeConsole,T,8.1,43.0,22.0,Up to 16 Players,0.0,1.0,0.0,,,Mighty
820,Rugby World Cup 2011,PS3,505 Games  ,HB Studios Multimedia  ,0.32,Sports,Sony,HomeConsole,E,5.4,12.0,8.0,2 Players,0.0,1.0,0.0,,,Weak
821,Rugby World Cup 2011,X360,505 Games  ,HB Studios Multimedia  ,0.28,Sports,Microsoft,HomeConsole,E,3.9,14.0,13.0,2 Players,0.0,1.0,0.0,,,Weak
822,Top Gun: Hard Lock,X360,505 Games  ,Headstrong Games  ,0.06,Action,Microsoft,HomeConsole,T,3.5,8.0,16.0,Up to 16 Players,0.0,1.0,0.0,,,Weak
825,No Man's Sky,XOne,505 Games  ,Hello Games  ,0.23,Action-Adventure,Microsoft,HomeConsole,T,7.5,33.0,249.0,Up to 4 Players,0.0,1.0,0.0,71.0,Fair,Strong
845,Supremacy MMA,PS3,505 Games  ,Kung Fu Factory  ,0.13,Fighting,Sony,HomeConsole,M,5.6,17.0,5.0,2 Players,0.0,1.0,0.0,,,Weak
847,Supremacy MMA,X360,505 Games  ,Kung Fu Factory  ,0.08,Fighting,Microsoft,HomeConsole,M,6.2,17.0,12.0,2 Players,0.0,1.0,0.0,,,Weak
848,Assetto Corsa,PS4,505 Games  ,Kunos Simulazioni  ,0.08,Racing,Sony,HomeConsole,E,6.1,35.0,108.0,Up to 16 Players,0.0,1.0,0.0,69.0,Fair,Strong
849,Assetto Corsa,XOne,505 Games  ,Kunos Simulazioni  ,0.02,Racing,Microsoft,HomeConsole,E,6.5,10.0,34.0,Up to 16 Players,0.0,1.0,0.0,69.0,Fair,Fair
869,Payday 2,PC,505 Games  ,Overkill Software  ,19.0,Shooter,PC,PC,M,3.9,51.0,3875.0,Online Multiplayer,0.0,1.0,0.0,,,Strong
870,Payday 2,X360,505 Games  ,Overkill Software  ,0.58,Shooter,Microsoft,HomeConsole,M,6.3,18.0,202.0,Up to 4 Players,0.0,1.0,0.0,,,Strong
871,Payday 2,PS3,505 Games  ,Overkill Software  ,0.47,Shooter,Sony,HomeConsole,M,6.2,12.0,192.0,Up to 4 Players,0.0,1.0,0.0,,,Strong
874,Payday 2,NS,505 Games  ,Overkill Software  ,0.12,Shooter,Nintendo,HomeConsole,M,5.1,34.0,42.0,Up to 4 Players,0.0,1.0,0.0,,,Fair
884,Rocket League,PS4,505 Games  ,Psyonix Studios  ,2.02,Sports,Sony,HomeConsole,E,8.4,50.0,1921.0,Up to 8 Players,0.0,1.0,0.0,87.0,Mighty,Mighty
885,Rocket League,XOne,505 Games  ,Psyonix Studios  ,1.38,Sports,Microsoft,HomeConsole,E,8.0,22.0,348.0,Up to 8 Players,0.0,1.0,0.0,87.0,Mighty,Mighty
886,Rocket League,NS,505 Games  ,Psyonix Studios  ,0.4,Sports,Nintendo,HomeConsole,E,7.8,32.0,365.0,Up to 8 Players,0.0,1.0,0.0,87.0,Mighty,Mighty
893,Terraria,NS,505 Games  ,Re-Logic  ,0.0,Action-Adventure,Nintendo,HomeConsole,T,8.3,12.0,75.0,1 Player,0.0,1.0,0.0,79.0,Strong,Mighty
898,Sniper Elite V2,PS3,505 Games  ,Rebellion Developments  ,0.98,Shooter,Sony,HomeConsole,M,6.8,21.0,111.0,2 Players,0.0,1.0,1.0,,,Strong
899,Sniper Elite V2,X360,505 Games  ,Rebellion Developments  ,0.84,Shooter,Microsoft,HomeConsole,M,6.6,9.0,6.0,Up to 8 Players,0.0,1.0,1.0,,,Fair
916,Brothers: A Tale of Two Sons,PC,505 Games  ,Starbreeze Studios  ,1.06,Adventure,PC,PC,T,8.5,9.0,1546.0,1 Player,1.0,0.0,0.0,77.0,Strong,Excellent
917,Brothers: A Tale of Two Sons,PS4,505 Games  ,Starbreeze Studios  ,0.15,Adventure,Sony,HomeConsole,T,8.0,10.0,213.0,1 Player,1.0,0.0,0.0,77.0,Strong,Mighty
919,Brothers: A Tale of Two Sons,NS,505 Games  ,Starbreeze Studios  ,0.0,Adventure,Nintendo,HomeConsole,T,7.9,18.0,30.0,1 Player,1.0,0.0,0.0,77.0,Strong,Strong
920,Brothers: A Tale of Two Sons,X360,505 Games  ,Starbreeze Studios  ,0.0,Adventure,Microsoft,HomeConsole,T,8.7,56.0,351.0,1 Player,1.0,0.0,0.0,77.0,Strong,Mighty
921,Brothers: A Tale of Two Sons,PS3,505 Games  ,Starbreeze Studios  ,0.0,Adventure,Sony,HomeConsole,T,8.6,15.0,315.0,1 Player,1.0,0.0,0.0,77.0,Strong,Mighty
1030,Steins;Gate,PSV,5pb  ,5pb. Inc.  ,0.1,Adventure,Sony,Handheld,M,8.9,16.0,140.0,1 Player,1.0,1.0,0.0,,,Mighty
1031,Steins;Gate,PS3,5pb  ,5pb. Inc.  ,0.06,Visual Novel,Sony,HomeConsole,M,8.9,8.0,91.0,1 Player,1.0,1.0,0.0,,,Mighty
1082,Corpse Party: Book of Shadows,PSP,5pb  ,Team GrisGris  ,0.04,Adventure,Sony,Handheld,M,8.4,23.0,61.0,1 Player,0.0,1.0,0.0,61.0,Weak,Fair
1231,All-Star Baseball 2002,PS2,Acclaim Entertainment  ,Acclaim Entertainment  ,0.56,Sports,Sony,HomeConsole,E,7.6,16.0,8.0,1-4 Players,0.0,1.0,0.0,,,Strong
1232,All-Star Baseball 2002,GC,Acclaim Entertainment  ,Acclaim Entertainment  ,0.22,Sports,Nintendo,HomeConsole,E,6.3,17.0,8.0,1 Player,0.0,1.0,0.0,,,Fair
1233,All-Star Baseball 2003,PS2,Acclaim Entertainment  ,Acclaim Entertainment  ,0.77,Sports,Sony,HomeConsole,E,8.3,15.0,15.0,1-2 Players,0.0,1.0,0.0,,,Mighty
1234,All-Star Baseball 2003,XB,Acclaim Entertainment  ,Acclaim Entertainment  ,0.26,Sports,Microsoft,HomeConsole,E,7.3,15.0,8.0,1-4 Players,0.0,1.0,0.0,,,Strong
1235,All-Star Baseball 2003,GC,Acclaim Entertainment  ,Acclaim Entertainment  ,0.15,Sports,Nintendo,HomeConsole,E,8.0,16.0,6.0,1-4 Players,0.0,1.0,0.0,,,Mighty
1236,All-Star Baseball 2004,PS2,Acclaim Entertainment  ,Acclaim Entertainment  ,0.42,Sports,Sony,HomeConsole,E,7.5,19.0,11.0,1-4 Players,0.0,1.0,0.0,,,Strong
1237,All-Star Baseball 2004,XB,Acclaim Entertainment  ,Acclaim Entertainment  ,0.13,Sports,Microsoft,HomeConsole,E,7.4,20.0,8.0,1-4 Players,0.0,1.0,0.0,,,Strong
1238,All-Star Baseball 2004,GC,Acclaim Entertainment  ,Acclaim Entertainment  ,0.08,Sports,Nintendo,HomeConsole,E,8.2,14.0,6.0,1-4 Players,0.0,1.0,0.0,,,Mighty
1244,ECW Anarchy Rulz,PS,Acclaim Entertainment  ,Acclaim Entertainment  ,0.11,Fighting,Sony,HomeConsole,E,6.4,37.0,25.0,1 Player,0.0,1.0,0.0,,,Weak
1247,Gladiator: Sword of Vengeance,PS2,Acclaim Entertainment  ,Acclaim Entertainment  ,0.12,Action,Sony,HomeConsole,E,8.0,14.0,5.0,1 Player,0.0,1.0,0.0,,,Fair
1248,Gladiator: Sword of Vengeance,XB,Acclaim Entertainment  ,Acclaim Entertainment  ,0.05,Action,Microsoft,HomeConsole,M,7.4,25.0,11.0,1 Player,0.0,1.0,0.0,,,Fair
1249,Gladiator: Sword of Vengeance,PC,Acclaim Entertainment  ,Acclaim Entertainment  ,0.0,Action,PC,PC,M,7.5,7.0,29.0,1 Player,0.0,1.0,0.0,,,Fair
1253,Jeremy McGrath Supercross World,PS2,Acclaim Entertainment  ,Acclaim Entertainment  ,0.23,Racing,Sony,HomeConsole,T,2.9,26.0,36.0,1 Player,0.0,1.0,0.0,,,Weak
1254,Jeremy McGrath Supercross World,GC,Acclaim Entertainment  ,Acclaim Entertainment  ,0.12,Racing,Nintendo,HomeConsole,E,6.0,14.0,6.0,1 Player,0.0,1.0,0.0,,,Weak
1256,NBA Jam,XB,Acclaim Entertainment  ,Acclaim Entertainment  ,0.14,Sports,Microsoft,HomeConsole,E,8.1,17.0,8.0,1-2 Players,0.0,1.0,0.0,,,Fair
1258,NFL Quarterback Club 2002,PS2,Acclaim Entertainment  ,Acclaim Entertainment  ,0.22,Sports,Sony,HomeConsole,E,7.8,12.0,6.0,1-4 Players,0.0,1.0,0.0,,,Fair
1261,RC Revenge Pro,PS2,Acclaim Entertainment  ,Acclaim Entertainment  ,0.17,Racing,Sony,HomeConsole,E,7.6,13.0,7.0,1-2 Players,0.0,1.0,0.0,,,Weak
1267,Turok: Evolution,PS2,Acclaim Entertainment  ,Acclaim Studios Austin  ,1.31,Shooter,Sony,HomeConsole,M,7.2,20.0,33.0,1-2 Players,0.0,1.0,0.0,,,Fair
1268,Turok: Evolution,XB,Acclaim Entertainment  ,Acclaim Studios Austin  ,0.55,Shooter,Microsoft,HomeConsole,M,7.3,25.0,11.0,1-4 Players,0.0,1.0,0.0,,,Fair
1269,Turok: Evolution,GC,Acclaim Entertainment  ,Acclaim Studios Austin  ,0.38,Shooter,Nintendo,HomeConsole,M,7.0,19.0,28.0,1-4 Players,0.0,1.0,0.0,,,Strong
1272,Vexx,PS2,Acclaim Entertainment  ,Acclaim Studios Austin  ,0.24,Platform,Sony,HomeConsole,E,6.3,26.0,27.0,"1-8 Players, 2 Players Online",0.0,1.0,0.0,,,Fair
1273,Vexx,XB,Acclaim Entertainment  ,Acclaim Studios Austin  ,0.1,Platform,Microsoft,HomeConsole,T,8.3,21.0,10.0,1 Player,0.0,1.0,0.0,,,Strong
1274,Vexx,GC,Acclaim Entertainment  ,Acclaim Studios Austin  ,0.06,Platform,Nintendo,HomeConsole,T,7.3,22.0,6.0,1 Player,0.0,1.0,0.0,,,Strong
1275,18 Wheeler: American Pro Trucker,PS2,Acclaim Entertainment  ,Acclaim Studios Cheltenham  ,0.4,Racing,Sony,HomeConsole,E,5.6,11.0,18.0,1-2 Players,0.0,1.0,0.0,,,Fair
1276,18 Wheeler: American Pro Trucker,GC,Acclaim Entertainment  ,Acclaim Studios Cheltenham  ,0.11,Racing,Nintendo,HomeConsole,E,6.2,17.0,10.0,1-2 Players,0.0,1.0,0.0,,,Weak
1277,Alias,PS2,Acclaim Entertainment  ,Acclaim Studios Cheltenham  ,0.11,Action,Sony,HomeConsole,T,7.7,31.0,12.0,1 Player,0.0,1.0,0.0,,,Fair
1278,Alias,XB,Acclaim Entertainment  ,Acclaim Studios Cheltenham  ,0.05,Action,Microsoft,HomeConsole,T,6.0,37.0,4.0,1 Player,0.0,1.0,0.0,,,Fair
1280,Summer Heat Beach Volleyball,PS2,Acclaim Entertainment  ,Acclaim Studios Cheltenham  ,0.28,Sports,Sony,HomeConsole,T,7.7,21.0,21.0,1-4 Players,0.0,1.0,0.0,,,Fair
1281,XGIII: Extreme G Racing,PS2,Acclaim Entertainment  ,Acclaim Studios Cheltenham  ,0.27,Racing,Sony,HomeConsole,E,8.0,21.0,9.0,1-2 Players,0.0,1.0,0.0,,,Mighty
1282,XGIII: Extreme G Racing,GC,Acclaim Entertainment  ,Acclaim Studios Cheltenham  ,0.15,Racing,Nintendo,HomeConsole,E,7.8,21.0,17.0,1-4 Players,0.0,1.0,0.0,,,Mighty
1291,Shadow Man: 2econd Coming,PS2,Acclaim Entertainment  ,Acclaim Studios Teesside  ,0.16,Adventure,Sony,HomeConsole,M,7.8,24.0,13.0,1 Player,0.0,0.0,0.0,,,Fair
1292,Showdown: Legends of Wrestling,PS2,Acclaim Entertainment  ,Acclaim Studios Austin  ,0.3,Fighting,Sony,HomeConsole,T,6.0,24.0,7.0,1 Player,0.0,1.0,0.0,,,Weak
1297,Legends of Wrestling,PS2,Acclaim Entertainment  ,Acclaim Studios Salt Lake City  ,0.76,Fighting,Sony,HomeConsole,T,7.8,24.0,15.0,1-5 Players,0.0,1.0,0.0,,,Weak
1298,Legends of Wrestling,XB,Acclaim Entertainment  ,Acclaim Studios Salt Lake City  ,0.14,Fighting,Microsoft,HomeConsole,T,6.5,10.0,4.0,1-4 Players,0.0,1.0,0.0,,,Fair
